"Search Terms","Committee on Foreign relations"
"Total Count","36336"
"index","collection","packageId","granuleId","title","detailsLink","pdfLink","htmlLink","xmlLink","otherLink1","otherLink2","teaser","historical","publishdate"
"32","Congressional Committee Prints","CPRT-106JPRT59870","CPRT-106JPRT59870","EXPLANATION OF PROPOSED PROTOCOL TO THE CONVENTION BETWEEN THE UNITED STATES AND GERMANY FOR THE AVOIDANCE OF DOUBLE TAXATION WITH RESPECT TO TAXES ON ESTATES, INHERITANCES, AND GIFTS Scheduled for a Hearing before the COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE ON OCTOBER 13, 1999","https://www.govinfo.gov/app/details/CPRT-106JPRT59870/CPRT-106JPRT59870","https://www.govinfo.gov/content/pkg/CPRT-106JPRT59870/pdf/CPRT-106JPRT59870.pdf","https://www.govinfo.gov/content/pkg/CPRT-106JPRT59870/html/CPRT-106JPRT59870.htm","","",""," TAXATION WITH RESPECT TO TAXES ON ESTATES, INHERITANCES, AND GIFTS Scheduled for a Hearing before the COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE ON OCTOBER 13, 1999 Prepared by the Staff of the JOINT COMMITTEE ON TAXATION [GRAPHIC] [TIFF OMITTED] OCTOBER 8, 1999 JOINT COMMITTEE ON TAXATION 106th Congress, 1st Session ------ HOUSE SENATE ...","","1999-10-08"
"33","Congressional Committee Prints","CPRT-108JPRT87164","CPRT-108JPRT87164","Legislation on Foreign Relations Through 2002","https://www.govinfo.gov/app/details/CPRT-108JPRT87164/CPRT-108JPRT87164","https://www.govinfo.gov/content/pkg/CPRT-108JPRT87164/pdf/CPRT-108JPRT87164.pdf","https://www.govinfo.gov/content/pkg/CPRT-108JPRT87164/html/CPRT-108JPRT87164.htm","","",""," JULY 2003 VOLUME I-A OF VOLUMES I-A AND I-B CURRENT LEGISLATION AND RELATED EXECUTIVE ORDERS U.S. House of Representatives U.S. Senate Printed for the use of the Committees on International Relations and Foreign Relations of the House of Representatives and the Senate respectively U.S. GOVERNMENT PRINTING OFFICE WASHINGTON : 2003 87-164 CC For ...","","2003-07-01"
"34","Congressional Committee Prints","CPRT-106SPRT61649","CPRT-106SPRT61649-VolumeI","Legislation on Foreign Relations Through 1999","https://www.govinfo.gov/app/details/CPRT-106SPRT61649/CPRT-106SPRT61649-VolumeI","https://www.govinfo.gov/content/pkg/CPRT-106SPRT61649/pdf/CPRT-106SPRT61649-VolumeI.pdf","https://www.govinfo.gov/content/pkg/CPRT-106SPRT61649/html/CPRT-106SPRT61649-VolumeI.htm","","","","]CONGRESS.#15 MARCH 2000 VOLUME I-A OF VOLUMES I-A AND I-B CURRENT LEGISLATION AND RELATED EXECUTIVE ORDERS U.S. Senate U.S. House of Representatives Printed for the use of the Committees on Foreign Relations and International Relations of the Senate and the House of Representatives respectively U.S. GOVERNMENT PRINTING OFFICE WASHINGTON : 2000 ...","","2000-03-01"
"35","Congressional Committee Prints","CPRT-106SPRT61649","CPRT-106SPRT61649-VolumeI-1","ERRATA] Legislation on Foreign Relations Through 1999","https://www.govinfo.gov/app/details/CPRT-106SPRT61649/CPRT-106SPRT61649-VolumeI-1","https://www.govinfo.gov/content/pkg/CPRT-106SPRT61649/pdf/CPRT-106SPRT61649-VolumeI-1.pdf","https://www.govinfo.gov/content/pkg/CPRT-106SPRT61649/html/CPRT-106SPRT61649-VolumeI-1.htm","","",""," [GRAPHIC] [TIFF OMITTED]CONGRESS.#15 JOINT COMMITTEE PRINT MARCH 2000 VOLUME I-A OF VOLUMES I-A AND I-B CURRENT LEGISLATION AND RELATED EXECUTIVE ORDERS U.S. Senate U.S. House of Representatives ERRATA Note.--Section 586 of the Foreign Operations, Export Financing, and Related Programs Appropriations Act, 2000 (H.R. 3422, enacted by reference in ...","","2000-03-01"
"36","Congressional Committee Prints","CPRT-112JPRT75841","CPRT-112JPRT75841","COUNTRY REPORTS ON HUMAN RIGHTS PRACTICES FOR 2009 VOLUME I - AFRICA, EAST ASIA AND THE PACIFIC","https://www.govinfo.gov/app/details/CPRT-112JPRT75841/CPRT-112JPRT75841","https://www.govinfo.gov/content/pkg/CPRT-112JPRT75841/pdf/CPRT-112JPRT75841.pdf","https://www.govinfo.gov/content/pkg/CPRT-112JPRT75841/html/CPRT-112JPRT75841.htm","","","","PACIFIC R E P O R T SUBMITTED TO THE COMMITTEE ON FOREIGN RELATIONS US SENATE AND THE COMMITTEE ON FOREIGN AFFAIRS US HOUSE OF REPRESENTATIVES BY THE DEPARTMENT OF STATE IN ACCORDANCE WITH SECTIONS 116(d) AND 502B(b) OF THE FOREIGN ASSISTANCE ACT OF 1961, AS AMENDED COUNTRY REPORTS ON HUMAN RIGHTS PRACTICES FOR 2009 VOLUME I: AFRICA, EAST ASIA AND ...","","2012-01-01"
"37","Congressional Committee Prints","CPRT-108JPRT20429","CPRT-108JPRT20429","ANNUAL REPORT ON INTERNATIONAL RELIGIOUS FREEDOM 2004","https://www.govinfo.gov/app/details/CPRT-108JPRT20429/CPRT-108JPRT20429","https://www.govinfo.gov/content/pkg/CPRT-108JPRT20429/pdf/CPRT-108JPRT20429.pdf","https://www.govinfo.gov/content/pkg/CPRT-108JPRT20429/html/CPRT-108JPRT20429.htm","","",""," ON FOREIGN RELATIONS OF THE U.S. SENATE AND THE COMMITTEE ON INTERNATIONAL RELATIONS OF THE U.S. HOUSE OF REPRESENTATIVES BY THE DEPARTMENT OF STATE IN ACCORDANCE WITH SECTION 102 OF THE INTERNATIONAL RELIGIOUS FREEDOM ACT OF 1998 Available via World Wide Web: http://www.access.gpo.gov/congress/senate ANNUAL REPORT ON INTERNATIONAL RELIGIOUS...","","2004-01-01"
"38","Congressional Committee Prints","CPRT-111JPRT54608","CPRT-111JPRT54608","Legislation on Foreign Relations Through 2008","https://www.govinfo.gov/app/details/CPRT-111JPRT54608/CPRT-111JPRT54608","https://www.govinfo.gov/content/pkg/CPRT-111JPRT54608/pdf/CPRT-111JPRT54608.pdf","https://www.govinfo.gov/content/pkg/CPRT-111JPRT54608/html/CPRT-111JPRT54608.htm","","",""," OF VOLUMES II-A AND II-B CURRENT LEGISLATION AND RELATED EXECUTIVE ORDERS U.S. Senate U.S. House of Representatives COMMITTEE ON FOREIGN RELATIONS COMMITTEE ON FOREIGN AFFAIRS Legislation on Foreign Relations Through 2008 JULY 2010 VOLUME II-B OF VOLUMES II-A AND II-B CURRENT LEGISLATION AND RELATED EXECUTIVE ORDERS U.S. Senate U.S. House of ...","","2010-07-01"
"39","Congressional Committee Prints","CPRT-111JPRT51120","CPRT-111JPRT51120","Legislation on Foreign Relations Through 2008","https://www.govinfo.gov/app/details/CPRT-111JPRT51120/CPRT-111JPRT51120","https://www.govinfo.gov/content/pkg/CPRT-111JPRT51120/pdf/CPRT-111JPRT51120.pdf","https://www.govinfo.gov/content/pkg/CPRT-111JPRT51120/html/CPRT-111JPRT51120.htm","","",""," COMMITTEE PRINT MARCH 2010 VOLUME I-A OF VOLUMES I-A AND I-B CURRENT LEGISLATION AND RELATED EXECUTIVE ORDERS U.S. Senate U.S. House of Representatives Legislation on Foreign Relations Through 2008--Volume I-A of Vols. I-A & I-B COMMITTEE ON FOREIGN RELATIONS COMMITTEE ON FOREIGN AFFAIRS Legislation on Foreign Relations Through 2008 [GRAPHIC(S...","","2010-03-01"
"40","Congressional Committee Prints","CPRT-108JPRT91575","CPRT-108JPRT91575","Legislation on Foreign Relations Through 2000","https://www.govinfo.gov/app/details/CPRT-108JPRT91575/CPRT-108JPRT91575","https://www.govinfo.gov/content/pkg/CPRT-108JPRT91575/pdf/CPRT-108JPRT91575.pdf","https://www.govinfo.gov/content/pkg/CPRT-108JPRT91575/html/CPRT-108JPRT91575.htm","","",""," JOINT COMMITTEE PRINT FEBRUARY 2004 VOLUME III CURRENT LEGISLATION AND RELATED EXECUTIVE ORDERS U.S. House of Representatives U.S. Senate Legislation on Foreign Relations Through 2000--Volume III COMMITTEE ON INTERNATIONAL RELATIONS COMMITTEE ON FOREIGN RELATIONS Legislation on Foreign Relations Through 2000 [GRAPHIC] [TIFF OMITTED] TONGRESS.#15...","","2004-02-01"
"41","Congressional Committee Prints","CPRT-107JPRT70365","CPRT-107JPRT70365","Legislation on Foreign Relations Through 2000","https://www.govinfo.gov/app/details/CPRT-107JPRT70365/CPRT-107JPRT70365","https://www.govinfo.gov/content/pkg/CPRT-107JPRT70365/pdf/CPRT-107JPRT70365.pdf","https://www.govinfo.gov/content/pkg/CPRT-107JPRT70365/html/CPRT-107JPRT70365.htm","","",""," MAY 2002 VOLUME II CURRENT LEGISLATION AND RELATED EXECUTIVE ORDERS U.S. House of Representatives U.S. Senate Printed for the use of the Committees on International Relations and Foreign Relations of the House of Representatives and the Senate respectively U.S. GOVERNMENT PRINTING OFFICE WASHINGTON : 2002 70-365 CC For sale by the Superintendent ...","","2002-05-01"
"42","Congressional Committee Prints","CPRT-106JPRT63935","CPRT-106JPRT63935-VolumeI","COUNTRY REPORTS ON HUMAN RIGHTS PRACTICES FOR 1999--VOLUME I","https://www.govinfo.gov/app/details/CPRT-106JPRT63935/CPRT-106JPRT63935-VolumeI","https://www.govinfo.gov/content/pkg/CPRT-106JPRT63935/pdf/CPRT-106JPRT63935-VolumeI.pdf","https://www.govinfo.gov/content/pkg/CPRT-106JPRT63935/html/CPRT-106JPRT63935-VolumeI.htm","","",""," INTERNATIONAL RELATIONS U.S. HOUSE OF REPRESENTATIVES and the COMMITTEE ON FOREIGN RELATIONS U.S. SENATE by the DEPARTMENT OF STATE IN ACCORDANCE WITH SECTIONS 116(d) AND 502B(b) OF THE FOREIGN ASSISTANCE ACT OF 1961, AS AMENDED [GRAPHIC] [TIFF OMITTED]CONGRESS.#13 APRIL 2000 Printed for the use of the Committees on International Relations of the...","","2000-04-01"
"43","Congressional Committee Prints","CPRT-106JPRT63935","CPRT-106JPRT63935-VolumeII","COUNTRY REPORTS ON HUMAN RIGHTS PRACTICES FOR 1999--VOLUME II","https://www.govinfo.gov/app/details/CPRT-106JPRT63935/CPRT-106JPRT63935-VolumeII","https://www.govinfo.gov/content/pkg/CPRT-106JPRT63935/pdf/CPRT-106JPRT63935-VolumeII.pdf","https://www.govinfo.gov/content/pkg/CPRT-106JPRT63935/html/CPRT-106JPRT63935-VolumeII.htm","","","","ON INTERNATIONAL RELATIONS U.S. HOUSE OF REPRESENTATIVES and the COMMITTEE ON FOREIGN RELATIONS U.S. SENATE by the DEPARTMENT OF STATE IN ACCORDANCE WITH SECTIONS 116(d) AND 502B(b) OF THE FOREIGN ASSISTANCE ACT OF 1961, AS AMENDED [GRAPHIC] [TIFF OMITTED]CONGRESS.#13 APRIL 2000 Printed for the use of the Committees on International Relations of ...","","2000-04-01"
"44","Congressional Committee Prints","CPRT-96SPRT63453O","CPRT-96SPRT63453O","Senate delegation report :  perspectives on NATO's southern flank, April 3-13, 1980 : a report to the Committee on Foreign Relations, United States Senate.","https://www.govinfo.gov/app/details/CPRT-96SPRT63453O/CPRT-96SPRT63453O","https://www.govinfo.gov/content/pkg/CPRT-96SPRT63453O/pdf/CPRT-96SPRT63453O.pdf","","","",""," FLANK APRIL 3-13, 1980 A REPORT TO THE COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE □ ru ru □ o RJ JUNE 1980 Printed for the use of the Committee on Foreign Relations 63-453 O U.S. GOVERNMENT PRINTING OFFICE WASHINGTON : 1980 0891 0 E 933 vftAWJU JJ3RAA3 (HATS 2A2^AX COMMITTEE ON FOREIGN RELATIONS FRANK CHURCH, Idaho, Chairman ...","","1980-06-01"
"45","Congressional Committee Prints","CPRT-112JPRT56935","CPRT-112JPRT56935","LEGISLATION ON FOREIGN RELATIONS THROUGH 2008 - VOLUME III","https://www.govinfo.gov/app/details/CPRT-112JPRT56935/CPRT-112JPRT56935","https://www.govinfo.gov/content/pkg/CPRT-112JPRT56935/pdf/CPRT-112JPRT56935.pdf","https://www.govinfo.gov/content/pkg/CPRT-112JPRT56935/html/CPRT-112JPRT56935.htm","","",""," COMMITTEE PRINT MARCH 2011 VOLUME III CURRENT LEGISLATION AND RELATED EXECUTIVE ORDERS U.S. Senate U.S. House of Representatives Legislation on Foreign Relations Through 2008--Volume III ? COMMITTEE ON FOREIGN RELATIONS COMMITTEE ON FOREIGN AFFAIRS Legislation on Foreign Relations Through 2008 [GRAPHIC] [TIFF OMITTED] TONGRESS.#15 MARCH 2011 ...","","2011-03-01"
"46","Congressional Committee Prints","CPRT-105JPRT46400","CPRT-105JPRT46400","COUNTRY REPORTS ON ECONOMIC POLICY AND TRADE PRACTICES","https://www.govinfo.gov/app/details/CPRT-105JPRT46400/CPRT-105JPRT46400","https://www.govinfo.gov/content/pkg/CPRT-105JPRT46400/pdf/CPRT-105JPRT46400.pdf","https://www.govinfo.gov/content/pkg/CPRT-105JPRT46400/html/CPRT-105JPRT46400.htm","","",""," ON FOREIGN RELATIONS COMMITTEE ON FINANCE OF THE U.S. SENATE AND THE COMMITTEE ON INTERNATIONAL RELATIONS COMMITTEE ON WAYS AND MEANS OF THE U.S. HOUSE OF REPRESENTATIVES BY THE DEPARTMENT OF STATE IN ACCORDANCE WITH SECTION 2202 OF THE OMNIBUS TRADE AND COMPETITIVENESS ACT OF 1988 COMMITTEE ON FOREIGN RELATIONS JESSE HELMS, North Carolina...","","1998-01-01"
"47","Congressional Committee Prints","CPRT-108JPRT85197","CPRT-108JPRT85197","EXPLANATION OF PROPOSED PROTOCOL TO THE INCOME TAX TREATY BETWEEN THE UNITED STATES AND MEXICO Scheduled for a Hearing Before the COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE ON MARCH 5, 2003","https://www.govinfo.gov/app/details/CPRT-108JPRT85197/CPRT-108JPRT85197","https://www.govinfo.gov/content/pkg/CPRT-108JPRT85197/pdf/CPRT-108JPRT85197.pdf","https://www.govinfo.gov/content/pkg/CPRT-108JPRT85197/html/CPRT-108JPRT85197.htm","","",""," the COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE ON MARCH 5, 2003 Prepared by the Staff of the JOINT COMMITTEE ON TAXATION [GRAPHIC] [TIFF OMITTED]CONGRESS.#13 March 3, 2003 U.S. GOVERNMENT PRINTING OFFICE 85-197 WASHINGTON : 2003 JCS-6-03 JOINT COMMITTEE ON TAXATION 108th Congress, 1st Session ------ HOUSE SENATE WILLIAM M. THOMAS, ...","","2003-03-03"
"48","Congressional Committee Prints","CPRT-106JPRT59784","CPRT-106JPRT59784","EXPLANATION OF PROPOSED INCOME TAX TREATY BETWEEN THE UNITED STATES AND THE REPUBLIC OF LITHUANIA Scheduled for a Hearing before the COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE ON OCTOBER 13, 1999","https://www.govinfo.gov/app/details/CPRT-106JPRT59784/CPRT-106JPRT59784","https://www.govinfo.gov/content/pkg/CPRT-106JPRT59784/pdf/CPRT-106JPRT59784.pdf","https://www.govinfo.gov/content/pkg/CPRT-106JPRT59784/html/CPRT-106JPRT59784.htm","","",""," before the COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE ON OCTOBER 13, 1999 Prepared by the Staff of the JOINT COMMITTEE ON TAXATION [GRAPHIC] [TIFF OMITTED] OCTOBER 8, 1999 JOINT COMMITTEE ON TAXATION 106th Congress, 1st Session ------ HOUSE SENATE BILL ARCHER, Texas, WILLIAM V. ROTH, Jr., Delaware, Chairman Vice Chairman PHILIP M. ...","","1999-10-08"
"49","Congressional Committee Prints","CPRT-106JPRT59869","CPRT-106JPRT59869","EXPLANATION OF PROPOSED INCOME TAX TREATY BETWEEN THE UNITED STATES AND THE REPUBLIC OF SLOVENIA Scheduled for a Hearing before the COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE ON OCTOBER 13, 1999","https://www.govinfo.gov/app/details/CPRT-106JPRT59869/CPRT-106JPRT59869","https://www.govinfo.gov/content/pkg/CPRT-106JPRT59869/pdf/CPRT-106JPRT59869.pdf","https://www.govinfo.gov/content/pkg/CPRT-106JPRT59869/html/CPRT-106JPRT59869.htm","","",""," before the COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE ON OCTOBER 13, 1999 Prepared by the Staff of the JOINT COMMITTEE ON TAXATION [GRAPHIC] [TIFF OMITTED] OCTOBER 8, 1999 JOINT COMMITTEE ON TAXATION 106th Congress, 1st Session ------ HOUSE SENATE BILL ARCHER, Texas, WILLIAM V. ROTH, Jr., Delaware, Chairman Vice Chairman PHILIP M. ...","","1999-10-08"
"50","Congressional Committee Prints","CPRT-106JPRT59867","CPRT-106JPRT59867","EXPLANATION OF PROPOSED INCOME TAX TREATY AND PROPOSED PROTOCOL BETWEEN THE UNITED STATES AND THE ITALIAN REPUBLIC Scheduled for a Hearing before the COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE ON OCTOBER 13, 1999","https://www.govinfo.gov/app/details/CPRT-106JPRT59867/CPRT-106JPRT59867","https://www.govinfo.gov/content/pkg/CPRT-106JPRT59867/pdf/CPRT-106JPRT59867.pdf","https://www.govinfo.gov/content/pkg/CPRT-106JPRT59867/html/CPRT-106JPRT59867.htm","","",""," for a Hearing before the COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE ON OCTOBER 13, 1999 Prepared by the Staff of the JOINT COMMITTEE ON TAXATION [GRAPHIC] [TIFF OMITTED] OCTOBER 8, 1999 JOINT COMMITTEE ON TAXATION 106th Congress, 1st Session ------ HOUSE SENATE BILL ARCHER, Texas, WILLIAM V. ROTH, Jr., Delaware, Chairman Vice ...","","1999-10-08"
"51","Congressional Committee Prints","CPRT-108JPRT91694","CPRT-108JPRT91694","EXPLANATION OF PROPOSED INCOME TAX TREATY BETWEEN THE UNITED STATES AND THE DEMOCRATIC SOCIALIST REPUBLIC OF SRI LANKA Scheduled for a Hearing Before the COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE ON FEBRUARY 25, 2004","https://www.govinfo.gov/app/details/CPRT-108JPRT91694/CPRT-108JPRT91694","https://www.govinfo.gov/content/pkg/CPRT-108JPRT91694/pdf/CPRT-108JPRT91694.pdf","https://www.govinfo.gov/content/pkg/CPRT-108JPRT91694/html/CPRT-108JPRT91694.htm","","",""," Scheduled for a Hearing Before the COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE ON FEBRUARY 25, 2004 Prepared by the Staff of the JOINT COMMITTEE ON TAXATION [GRAPHIC] [TIFF OMITTED] TONGRESS.#13 FEBRUARY 19, 2004 ------- 91-694 U.S. GOVERNMENT PRINTING OFFICE WASHINGTON : 2003 JOINT COMMITTEE ON TAXATION 108th Congress ------ HOUSE ...","","2004-02-19"
"52","Congressional Committee Prints","CPRT-106JPRT59866","CPRT-106JPRT59866","EXPLANATION OF PROPOSED INCOME TAX TREATY AND PROPOSED PROTOCOL BETWEEN THE UNITED STATES AND THE KINGDOM OF DENMARK Scheduled for a Hearing before the COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE ON OCTOBER 13, 1999","https://www.govinfo.gov/app/details/CPRT-106JPRT59866/CPRT-106JPRT59866","https://www.govinfo.gov/content/pkg/CPRT-106JPRT59866/pdf/CPRT-106JPRT59866.pdf","https://www.govinfo.gov/content/pkg/CPRT-106JPRT59866/html/CPRT-106JPRT59866.htm","","",""," Scheduled for a Hearing before the COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE ON OCTOBER 13, 1999 Prepared by the Staff of the JOINT COMMITTEE ON TAXATION [GRAPHIC] [TIFF OMITTED] OCTOBER 8, 1999 JOINT COMMITTEE ON TAXATION 106th Congress, 1st Session ------ HOUSE SENATE BILL ARCHER, Texas, WILLIAM V. ROTH, Jr., Delaware, Chairman Vice ...","","1999-10-08"
"53","Congressional Committee Prints","CPRT-90SPRT84447O","CPRT-90SPRT84447O","Survey of the Alliance for Progress: foreign trade policies: a study prepared at the request of the Subcommittee on American Republics Affairs of the Committee on Foreign Relations, United States Senate, October 30, 1967.","https://www.govinfo.gov/app/details/CPRT-90SPRT84447O/CPRT-90SPRT84447O","https://www.govinfo.gov/content/pkg/CPRT-90SPRT84447O/pdf/CPRT-90SPRT84447O.pdf","","","",""," at the Request of the SUBCOMMITTEE ON AMERICAN REPUBLICS AFFAIRS OF THE COMMITTEE ON FOREIGN RELATIONS S UNITED STATES SENATE OCTOBER 30, 1967 Printed for the use of the Committee on Foreign Relations 84-447 o U.S. GOVERNMENT PRINTING OFFICE WASHINGTON : 1967 COMMITTEE ON FOREIGN RELATIONS J. W. FULBRIGHT JOHN SPARKMAN, Alabama MIKE MANSFIELD, ...","","1967-10-30"
"54","Congressional Committee Prints","CPRT-116SPRT45167","CPRT-116SPRT45167","BUSINESS MEETINGS OF THE COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE DURING THE ONE HUNDRED SIXTEENTH CONGRESS SECOND SESSION JANUARY 3, 2020 TO JANUARY 3, 2021","https://www.govinfo.gov/app/details/CPRT-116SPRT45167/CPRT-116SPRT45167","https://www.govinfo.gov/content/pkg/CPRT-116SPRT45167/pdf/CPRT-116SPRT45167.pdf","https://www.govinfo.gov/content/pkg/CPRT-116SPRT45167/html/CPRT-116SPRT45167.htm","","",""," ONE HUNDRED SIXTEENTH CONGRESS Second Session January 3, 2020 to January 3, 2021 [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] Printed for the use of the Committee on Foreign Relations Available via the World Wide Web: http://www.govinfo.gov U.S. GOVERNMENT PUBLISHING OFFICE 45-167 PDF WASHINGTON : 2021 COMMITTEE ON FOREIGN RELATIONS JAMES E. RISCH,...","","2020-01-03"
"55","Congressional Committee Prints","CPRT-108JPRT85198","CPRT-108JPRT85198","EXPLANATION OF PROPOSED PROTOCOL TO THE INCOME TAX TREATY BETWEEN THE UNITED STATES AND AUSTRALIA Scheduled for a Hearing Before the COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE ON MARCH 5, 2003","https://www.govinfo.gov/app/details/CPRT-108JPRT85198/CPRT-108JPRT85198","https://www.govinfo.gov/content/pkg/CPRT-108JPRT85198/pdf/CPRT-108JPRT85198.pdf","https://www.govinfo.gov/content/pkg/CPRT-108JPRT85198/html/CPRT-108JPRT85198.htm","","",""," the COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE ON MARCH 5, 2003 Prepared by the Staff of the JOINT COMMITTEE ON TAXATION [GRAPHIC] [TIFF OMITTED]CONGRESS.#13 March 3, 2003 U.S. GOVERNMENT PRINTING OFFICE 85-198 WASHINGTON : 2003 JCS-5-03 JOINT COMMITTEE ON TAXATION 108th Congress, 1st Session ------ HOUSE SENATE WILLIAM M. THOMAS, ...","","2003-03-03"
"56","Congressional Committee Prints","CPRT-106JPRT59786","CPRT-106JPRT59786","EXPLANATION OF PROPOSED INCOME TAX TREATY BETWEEN THE UNITED STATES AND THE REPUBLIC OF ESTONIA Scheduled for a Hearing before the COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE ON OCTOBER 13, 1999","https://www.govinfo.gov/app/details/CPRT-106JPRT59786/CPRT-106JPRT59786","https://www.govinfo.gov/content/pkg/CPRT-106JPRT59786/pdf/CPRT-106JPRT59786.pdf","https://www.govinfo.gov/content/pkg/CPRT-106JPRT59786/html/CPRT-106JPRT59786.htm","","",""," before the COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE ON OCTOBER 13, 1999 Prepared by the Staff of the JOINT COMMITTEE ON TAXATION [GRAPHIC] [TIFF OMITTED] OCTOBER 8, 1999 JOINT COMMITTEE ON TAXATION 106th Congress, 1st Session ------ HOUSE SENATE BILL ARCHER, Texas, WILLIAM V. ROTH, Jr., Delaware, Chairman Vice Chairman PHILIP M. ...","","1999-10-08"
"57","Congressional Committee Prints","CPRT-94SPRT77797O","CPRT-94SPRT77797O","Multinational corporations in Brazil and Mexico: structural sources of economic and noneconomic power: report to the Subcommittee on Multinational Corporations of the Committee on Foreign Relations, United States Senate.","https://www.govinfo.gov/app/details/CPRT-94SPRT77797O/CPRT-94SPRT77797O","https://www.govinfo.gov/content/pkg/CPRT-94SPRT77797O/pdf/CPRT-94SPRT77797O.pdf","","","","","NONECONOMIC BTOuments MAY 16 1977: REPORTfarrell library TO THE KANSAS STATE UNIVERSITY SUBCOMMITTEE ON MULTINATIONAL CORPORATIONS OF THE COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE BY Richard S. Newfakmer .AND Willard F. MueLler University of Wisconsin WITH Foreword by Senator Frank Church AUGUST 1975 Printed for the use of the Committee ...","","1975-08-01"
